ID,Address,BuildingName,Street_Nbr,Street,VHR,Designation,Zoning,LocalArea,Land_Coord,HRA_HCC,Latitude,Longitude
1987,1119 HORNBY ST,MURRAY HOTEL      ,1119,HORNBY ST,B,M,DD                  ,CENTRL BUSNES/DWNTWN,12460835,,49.2794062865789,-123.12750154102
1988,1943 E 4TH AV,JOHNSTON-MCINTOSH ,1943,E 4TH AV,C,,RT-4                ,GRANDVIEW-WOODLAND  ,63425343,,49.2670947219711,-123.064791545114
1989,2210 CORNWALL AV,,2210,CORNWALL AV,B,,C-2B                ,KITSILANO           ,63008496,,49.2723539148332,-123.155328064372
1990,101 E 7TH AV,,101,E 7TH AV,A,,I-1                 ,MOUNT PLEASANT      ,64618609,,49.2648753943279,-123.10244623613
1991,1504 GRAVELEY ST,,1504,GRAVELEY ST,B,,RM-4                ,GRANDVIEW-WOODLAND  ,61623402,,49.2702879782096,-123.073272408595
1992,3444 ST. CATHERINES ST,,3444,ST. CATHERINES ST,C,,RM-1                ,KENSINGTON-CEDAR COT,21469294,,49.2537583977862,-123.08534894807
1993,1139 PENDRELL ST,,1139,PENDRELL ST,B,,RM-5B               ,WEST END            ,60911845,,49.2819007452481,-123.130852230684
1994,2237 E PENDER ST,,2237,E PENDER ST,B,,RS-7                ,GRANDVIEW-WOODLAND  ,59226537,H,49.2805214150346,-123.058931670019
1995,1952 W 2ND AV,,1952,W 2ND AV,C,,RM-4                ,KITSILANO           ,63609550,,49.2695824513779,-123.149155199095
1996,1929 NAPIER ST,,1929,NAPIER ST,B,,RT-4                ,GRANDVIEW-WOODLAND  ,60425329,,49.275059793464,-123.064889289361
1997,2748 W 7TH AV,,2748,W 7TH AV,B,,RT-8                ,KITSILANO           ,64607034,,49.2655257804772,-123.167605661008
1998,2417 POINT GREY ROAD,,2417,POINT GREY ROAD,B,,RT-2                ,KITSILANO           ,62907785,,49.273713407871,-123.160808733222
1999,1342 MAPLE ST,,1342,MAPLE ST,C,,RT-9                ,KITSILANO           ,09562738,,49.2737990377851,-123.149782162298
2000,6306 PRINCE ALBERT ST,S.B. BENNETT HOUSE,6306,PRINCE ALBERT ST,A,M,RS-1                ,SUNSET              ,21276504,H,49.2271366265957,-123.087564978092
2001,624 SALSBURY DRIVE,,624,SALSBURY DRIVE,B,,RM-4                ,GRANDVIEW-WOODLAND  ,25159424,,49.278936114726,-123.068002528835
2002,615 PIPELINE ROAD,,615,PIPELINE ROAD,B,,RS-1                ,WEST END            ,56110845,,49.2980554858149,-123.126770383867
2003,151 W CORDOVA ST,,151,W CORDOVA ST,,M,HA-2                ,CENTRL BUSNES/DWNTWN,58915757,,49.2833947614379,-123.107748073131
2004,345 WATER ST,GREENSHIELDS      ,345,WATER ST,A,I,HA-2                ,CENTRL BUSNES/DWNTWN,58013851,H,49.2847787642857,-123.109806363088
2005,335 W 12TH AV,,335,W 12TH AV,B,,RT-6                ,MOUNT PLEASANT      ,67017155,,49.2606148896556,-123.111934912374
2006,2366 GRANT ST,,2366,GRANT ST,C,,RS-7                ,GRANDVIEW-WOODLAND  ,61226796,,49.2709426102915,-123.056891032766
2007,544 E 18TH AV,,544,E 18TH AV,C,,RS-1                ,RILEY PARK          ,69219944,,49.2544001969114,-123.092794048388
2008,222 KEEFER ST,,222,KEEFER ST,C,,HA-1A               ,STRATHCONA          ,59419022,,49.2791980416036,-123.098918068993
2009,2236 MACDONALD ST,,2236,MACDONALD ST,B,,RT-8                ,KITSILANO           ,07064384,,49.2659977593707,-123.168088344854
2010,1104 W 15TH AV,,1104,W 15TH AV,B,,RT-2                ,FAIRVIEW            ,68814756,,49.2576032432407,-123.129461295672
2011,627 E GEORGIA ST,,627,E GEORGIA ST,C,,RT-3                ,STRATHCONA          ,59619827,,49.2786591547216,-123.090906154661
2012,550 TAYLOR ST,,550,TAYLOR ST,,M,CD-1                ,CENTRL BUSNES/DWNTWN,17559294,,49.2797761317984,-123.105579887416
2013,412 CARRALL ST,,412,CARRALL ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,59017806,H,49.2811124361877,-123.104154264781
2014,823 JACKSON AV,,823,JACKSON AV,C,,RT-3                ,STRATHCONA          ,60019499,,49.2769172591631,-123.093871586615
2015,555 W 12TH AV,CITY SQUARE       ,555,W 12TH AV,A,M,CD-1                ,FAIRVIEW            ,67016593,,49.2608633217122,-123.116286093249
2016,2060 TRAFALGAR ST,,2060,TRAFALGAR ST,B,,RT-8                ,KITSILANO           ,07364094,,49.2676223760753,-123.164322581938
2017,3622 W 3RD AV,,3622,W 3RD AV,B,M,RT-8                ,KITSILANO           ,63804078,,49.2692247921088,-123.184098675192
2018,335 E 47TH AV,,335,E 47TH AV,C,,RS-1                ,SUNSET              ,76519535,,49.2277625568656,-123.098716511803
2019,4261 W 12TH AV,,4261,W 12TH AV,C,,RS-1                ,WEST POINT GREY     ,67802741,,49.2621358081562,-123.201786768026
2020,3490 CEDAR CRESCENT,,3490,CEDAR CRESCENT,A,,FSD                 ,SHAUGHNESSY         ,11869194,,49.2548081760597,-123.147143498304
2021,1284 E 12TH AV,,1284,E 12TH AV,C,,C-1                 ,MOUNT PLEASANT      ,67022296,,49.2594650287984,-123.077962726069
2022,3106 W 12TH AV,,3106,W 12TH AV,C,,RS-5                ,KITSILANO           ,67805396,,49.2612115866087,-123.174323873602
2023,122 W 10TH AV,,122,W 10TH AV,B,,RT-6                ,MOUNT PLEASANT      ,65417974,,49.2618777597511,-123.107775808875
2024,1938 PARKER ST,,1938,PARKER ST,C,,RT-4                ,GRANDVIEW-WOODLAND  ,60125338,,49.2754477145841,-123.064609780811
2025,2168 YORK AV,,2168,YORK AV,B,,RM-4                ,KITSILANO           ,63108726,,49.2714175042667,-123.154153911136
2026,555 W HASTINGS ST,HARBOUR CENTRE    ,555,W HASTINGS ST,B,,DD                  ,CENTRL BUSNES/DWNTWN,59013407,,49.2846829470474,-123.111888756655
2027,2728 W 7TH AV,,2728,W 7TH AV,B,,RT-8                ,KITSILANO           ,64607074,,49.2655196434651,-123.16718503838
2028,4051 MARGUERITE ST,,4051,MARGUERITE ST,A,,FSD                 ,SHAUGHNESSY         ,71012197,,49.2499495066893,-123.14494961083
2029,2919 E 29TH AV,,2919,E 29TH AV,B,M,RS-1                ,RENFREW-COLLINGWOOD ,71027933,,49.244835364016,-123.043561506232
2030,1704 VICTORIA DRIVE,,1704,VICTORIA DRIVE,B,,RT-5                ,GRANDVIEW-WOODLAND  ,25363004,,49.2694213585584,-123.06547446689
2031,1169 PENDRELL ST,,1169,PENDRELL ST,B,,RM-5B               ,WEST END            ,60911819,,49.2822864002932,-123.131442444391
2032,618 JACKSON AV,,618,JACKSON AV,B,,RT-3                ,STRATHCONA          ,19659404,,49.2790974377416,-123.093307536292
2033,28 W 10TH AV,,28,W 10TH AV,C,,RT-6                ,MOUNT PLEASANT      ,65418266,,49.2618495540163,-123.105717975745
2034,1670 W 49TH AV,,1670,W 49TH AV,B,,RS-6                ,KERRISDALE          ,79012208,,49.226721566671,-123.144582118655
2035,1932 FERNDALE ST,'1932 KEEFER'     ,1932,FERNDALE ST,C,M,RS-7                ,GRANDVIEW-WOODLAND  ,59325332,,49.2794837586405,-123.064778556504
2036,3875 POINT GREY ROAD,BROCK HOUSE       ,3875,POINT GREY ROAD,A,M,RS-1                ,KITSILANO           ,63003347,,49.2717908439869,-123.190932749982
2037,4062 COMMERCIAL ST,F. ANDERSON HOUSE ,4062,COMMERCIAL ST,B,M,RT-10               ,KENSINGTON-CEDAR COT,24470138,,49.2488192232529,-123.06748651742
2038,3802 ANGUS DRIVE,,3802,ANGUS DRIVE,A,,FSD                 ,SHAUGHNESSY         ,12170206,,49.2514184100858,-123.144963447828
2039,8277 ONTARIO ST,CHRYSLER BUILDING ,8277,ONTARIO ST,A,L,CD-1                ,MARPOLE             ,83018194,,49.2108943771512,-123.107442608386
2040,800 W GEORGIA ST,ART GALLERY       ,800,W GEORGIA ST,A,MF,CD-1                ,CENTRL BUSNES/DWNTWN,60012406,,49.2828788374045,-123.120461388537
2041,305 W 12TH AV,,305,W 12TH AV,B,,RT-6                ,MOUNT PLEASANT      ,67017195,,49.2606176452294,-123.111317272595
2042,2247 GRANVILLE ST,,2247,GRANVILLE ST,B,,C-3A                ,FAIRVIEW            ,13064395,,49.2654684372111,-123.1389123716
2043,2046 W 13TH AV,,2046,W 13TH AV,C,,RT-8                ,KITSILANO           ,68309052,,49.2597681901889,-123.151797492063
2044,1575 W 15TH AV,,1575,W 15TH AV,B,,RM-3                ,FAIRVIEW            ,68812435,,49.2582666006767,-123.140394379974
2045,2048 STEPHENS ST,,2048,STEPHENS ST,C,,RT-8                ,KITSILANO           ,07264094,,49.2675618274194,-123.166079222006
2046,657 E CORDOVA ST,,657,E CORDOVA ST,B,,DEOD                ,STRATHCONA          ,58919857,,49.2823554546885,-123.090008553841
2047,4006 GLEN DRIVE,,4006,GLEN DRIVE,B,,RT-10N              ,KENSINGTON-CEDAR COT,22270806,,49.248922242735,-123.08163783712
2048,804 E 14TH AV,,804,E 14TH AV,C,,RT-5                ,MOUNT PLEASANT      ,68421204,,49.2576323437672,-123.087069347555
2049,3839 SELKIRK ST,,3839,SELKIRK ST,B,,FSD                 ,SHAUGHNESSY         ,14670341,,49.2512210307033,-123.132307375614
2050,818 HAWKS AV,,818,HAWKS AV,B,,RT-3                ,STRATHCONA          ,60021205,,49.276791864661,-123.087076888571
2051,210 CARRALL ST,,210,CARRALL ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,17858044,H,49.2828693991379,-123.103936741754
2052,4446 JAMES ST,IMRIE HOUSE       ,4446,JAMES ST,B,M,RS-1                ,RILEY PARK          ,18571646,,49.2453285808034,-123.103490775823
2053,840 CAMBIE ST,,840,CAMBIE ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,15760234,,49.2775448500436,-123.115382599548
2054,1955 W 16TH AV,,1955,W 16TH AV,A,,RT-8                ,KITSILANO           ,69009545,,49.2574962719767,-123.149671200044
2055,1033 KEEFER ST,,1033,KEEFER ST,C,,RT-3                ,STRATHCONA          ,59421933,,49.2794049951659,-123.081685349328
2056,21 E HASTINGS ST,,21,E HASTINGS ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,59017821,,49.2817059785572,-123.103819363323
2057,326 W CORDOVA ST,,326,W CORDOVA ST,,M,HA-2                ,CENTRL BUSNES/DWNTWN,58914830,,49.2836859158857,-123.109882355059
2058,969 BURRARD ST,,969,BURRARD ST,A,MI,CD-1                ,WEST END            ,12060595,,49.2818511537004,-123.126458247515
2059,2232 W 7TH AV,,2232,W 7TH AV,C,,RM-4                ,KITSILANO           ,64608478,,49.2653369243449,-123.156093123186
2060,2079 W 45TH AV,,2079,W 45TH AV,B,,RS-6                ,KERRISDALE          ,75809127,,49.2311060127566,-123.15405859491
2061,3780 W 12TH AV,,3780,W 12TH AV,C,,RS-1                ,WEST POINT GREY     ,67803714,,49.2614063589815,-123.187414210491
2062,1410 PARKER ST,,1410,PARKER ST,C,,RM-4                ,GRANDVIEW-WOODLAND  ,60123112,,49.275612196653,-123.075519603097
2063,690 BURRARD ST,CHRIST CHURCH CATH,690,BURRARD ST,A,MI,DD                  ,CENTRL BUSNES/DWNTWN,60012005,H,49.2844928491313,-123.120333384876
2064,435 W PENDER ST,,435,W PENDER ST,B,,DD                  ,CENTRL BUSNES/DWNTWN,59213837,,49.2833718631275,-123.112263792521
2065,828 KEEFER ST,,828,KEEFER ST,B,,RT-3                ,STRATHCONA          ,59421228,,49.2789709878409,-123.086552151919
2066,788 E 33RD AV,,788,E 33RD AV,C,,RS-1                ,KENSINGTON-CEDAR COT,73021176,,49.2400387199094,-123.088279196477
2067,304 W CORDOVA ST,,304,W CORDOVA ST,BC,M,HA-2                ,CENTRL BUSNES/DWNTWN,58914842,,49.2834910096344,-123.109393614714
2068,2050 W 5TH AV,,2050,W 5TH AV,C,,RM-4                ,KITSILANO           ,64209054,,49.2669350682004,-123.151582108318
2069,2232 W 14TH AV,,2232,W 14TH AV,C,,RT-7                ,KITSILANO           ,68608464,,49.2588960269935,-123.156334468566
2070,2824 W 5TH AV,,2824,W 5TH AV,C,,RT-7                ,KITSILANO           ,64206278,,49.2672367891502,-123.169060219102
2071,757 W HASTINGS ST,SINCLAIR CENTRE   ,757,W HASTINGS ST,A,MF,CD-1                ,CENTRL BUSNES/DWNTWN,59012697,,49.2859558692069,-123.113871261917
2072,1450 W 64TH AV,JOY KOGAWA HOUSE  ,1450,W 64TH AV,B,,RS-1                ,MARPOLE             ,82313232,,49.2128611653146,-123.138468615078
2073,446 UNION ST,,446,UNION ST,B,,RT-3                ,STRATHCONA          ,59819446,,49.2773046657584,-123.094443156523
2074,321 WATER ST,,321,WATER ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,58013873,,49.284669320783,-123.109274169174
2075,2070 E 3RD AV,,2070,E 3RD AV,B,,RT-4                ,GRANDVIEW-WOODLAND  ,63325570,,49.2675557840729,-123.062297809904
2076,2114 MACDONALD ST,,2114,MACDONALD ST,B,,RT-8                ,KITSILANO           ,7064228,,49.2671636061422,-123.168047618259
2077,888 CAMBIE ST,,888,CAMBIE ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,15760276,,49.2772362736707,-123.115864586383
2078,574 E BROADWAY,,574,E BROADWAY,B,,C-2C                ,MOUNT PLEASANT      ,65020192,,49.2621782030341,-123.091286593783
2079,1462 GRAVELEY ST,,1462,GRAVELEY ST,B,,RM-4                ,GRANDVIEW-WOODLAND  ,61623262,,49.2702705165714,-123.073981315742
2080,80 E PENDER ST,,80,E PENDER ST,B,M,HA-1                ,CENTRL BUSNES/DWNTWN,59217864,,49.2801690253368,-123.102864979458
2081,2426 E 23RD AV,PIDRUCHNY HOUSE   ,2426,E 23RD AV,C,M,RS-1                ,RENFREW-COLLINGWOOD ,70127010,,49.2494383888131,-123.055791069714
2082,476 UNION ST,,476,UNION ST,B,,RT-3                ,STRATHCONA          ,59819498,,49.2772970846467,-123.0938177367
2083,1930 HARO ST,,1930,HARO ST,B,,RM-5B               ,WEST END            ,60310864,,49.2919788089278,-123.138950238066
2084,2627 W 7TH AV,BIELBY HOUSE      ,2627,W 7TH AV,C,M,RT-8                ,KITSILANO           ,64607275,,49.2659986695046,-123.165293930242
2085,915 W HASTINGS ST,THE VANCOUVER CLUB,915,W HASTINGS ST,A,M,DD                  ,CENTRL BUSNES/DWNTWN,59012047,,49.2870343267511,-123.115620015702
2086,2006 W 13TH AV,,2006,W 13TH AV,B,,RT-8                ,KITSILANO           ,68309094,,49.2597573084747,-123.15097175957
2087,2536 W 2ND AV,,2536,W 2ND AV,B,,RT-8                ,KITSILANO           ,63607376,,49.2697952422795,-123.163069382271
2088,770 W 19TH AV,,770,W 19TH AV,C,,RS-7                ,SOUTH CAMBIE        ,69415938,,49.2540536066872,-123.121388127997
2089,869 HAMILTON ST,,869,HAMILTON ST,C,,DD                  ,CENTRL BUSNES/DWNTWN,15660273,,49.2782340578147,-123.117395131475
2090,245 E PENDER ST,,245,E PENDER ST,,M,HA-1                ,STRATHCONA          ,59219045,,49.2806128548625,-123.098542172931
2091,22 E CORDOVA ST,,22,E CORDOVA ST,,M,HA-2                ,CENTRL BUSNES/DWNTWN,58917808,,49.2821072095572,-123.10372797221
2092,1957 W 1ST AV,,1957,W 1ST AV,C,,RM-4                ,KITSILANO           ,63409545,,49.2709592412092,-123.149173893788
2093,1 W HASTINGS ST,,1,W HASTINGS ST,A,M,HA-2                ,CENTRL BUSNES/DWNTWN,59017287,H,49.2817680193641,-123.104774903015
2094,1208 HOMER ST,GRAY BLOCK BLDG   ,1208,HOMER ST,B,M,HA-3                ,CENTRL BUSNES/DWNTWN,14861202,,49.274924913341,-123.123213733035
2095,2837 W 6TH AV,,2837,W 6TH AV,B,,RT-7                ,KITSILANO           ,64306261,,49.2668544158132,-123.169413822226
2096,855 GRANVILLE ST,,855,GRANVILLE ST,BC,M,DD                  ,CENTRL BUSNES/DWNTWN,13060265,,49.2809119924476,-123.121102326136
2097,1955 W 12TH AV,BRUNTON HOUSE     ,1955,W 12TH AV,C,M,RT-8                ,KITSILANO           ,67009545,,49.261217419269,-123.149533949708
2098,2588 ETON ST,,2588,ETON ST,C,,RS-1                ,HASTINGS-SUNRISE    ,57527170,,49.2873773907698,-123.052812803527
2099,72 E PENDER ST,,72,E PENDER ST,,M,HA-1                ,CENTRL BUSNES/DWNTWN,59217854,,49.2801708150032,-123.102976489388
2100,2155 W 45TH AV,,2155,W 45TH AV,C,,RS-5                ,KERRISDALE          ,75808151,,49.231143400841,-123.157312981114
2101,2141 NAPIER ST,,2141,NAPIER ST,C,,RT-4                ,GRANDVIEW-WOODLAND  ,60425941,,49.2750360970792,-123.060758870776
2102,1550 W 33RD AV,,1550,W 33RD AV,B,,RS-5                ,SHAUGHNESSY         ,73012504,,49.2415944357075,-123.1410802002
2103,2490 W 37TH AV,,2490,W 37TH AV,A,M,CD-1                ,ARBUTUS RIDGE       ,73907708,,49.2381147997913,-123.16209828723
2104,2216 STEPHENS ST,,2216,STEPHENS ST,B,,RT-8                ,KITSILANO           ,07264328,,49.2663001609592,-123.166122422674
2105,500 W 20TH AV,CAVELL ELEMENTARY ,500,W 20TH AV,B,,RS-5                ,SOUTH CAMBIE        ,69716504,,49.2528828481465,-123.117138965279
2106,2451 W 37TH AV,,2451,W 37TH AV,B,,RS-5                ,ARBUTUS RIDGE       ,73907741,,49.2386656787193,-123.161840996978
2107,1774 GRANT ST,,1774,GRANT ST,A,,RT-5                ,GRANDVIEW-WOODLAND  ,61225060,,49.2710207920949,-123.068488137328
2108,229 CARRALL ST,,229,CARRALL ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,17858061,,49.2828571177139,-123.104578138345
2109,2750 GRANVILLE ST,STANLEY THEATRE   ,2750,GRANVILLE ST,A,M,CD-1                ,FAIRVIEW            ,13066434,,49.2613459909814,-123.138211827475
2110,901 MAIN ST,BCE RWY MENS QTRS ,901,MAIN ST,B,M,FC-1                ,CENTRL BUSNES/DWNTWN,19060107,H,49.2766412713445,-123.100468445838
2111,2524 ALBERTA ST,,2524,ALBERTA ST,C,,RM-4                ,MOUNT PLEASANT      ,17365054,,49.262566287754,-123.110651014699
2112,4629 W 2ND AV,CAMPNEY HOUSE     ,4629,W 2ND AV,A,M,RS-1                ,WEST POINT GREY     ,63602137,,49.2716245192462,-123.213177054132
2113,3377 W 38TH AV,,3377,W 38TH AV,C,,RS-5                ,DUNBAR-SOUTHLANDS   ,74204261,,49.2379485780521,-123.180058845443
2114,1755 BEACH AV,ALEXANDRA PARK    ,1755,BEACH AV,A,M,RS-1                ,WEST END            ,61711105,,49.2853986769036,-123.142163363303
2115,470 GRANVILLE ST,ROGERS BUILDING   ,470,GRANVILLE ST,A,,DD                  ,CENTRL BUSNES/DWNTWN,13059094,,49.2847316480809,-123.114202099026
2116,1746 COMMERCIAL DRIVE,,1746,COMMERCIAL DRIVE,B,,C-2C                ,GRANDVIEW-WOODLAND  ,25063096,,49.2689064260155,-123.069258744364
2117,367 W 7TH AV,,367,W 7TH AV,B,,I-1                 ,MOUNT PLEASANT      ,64617115,,49.2650602517792,-123.112432544831
2118,311 WATER ST,,311,WATER ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,58013885,,49.2846173658124,-123.109044421668
2119,36 W 10TH AV,,36,W 10TH AV,C,,RT-6                ,MOUNT PLEASANT      ,65418256,,49.2618503295848,-123.105853357121
2120,43 W 11TH AV,,43,W 11TH AV,B,,RT-6                ,MOUNT PLEASANT      ,66418247,,49.2614422500771,-123.106003641037
2121,936 W 14TH AV,,936,W 14TH AV,B,,RM-4                ,FAIRVIEW            ,68615066,,49.2584247118835,-123.125251831738
2122,675 W HASTINGS ST,,675,W HASTINGS ST,A,,DD                  ,CENTRL BUSNES/DWNTWN,59013005,,49.285387979011,-123.113282421715
2123,1615 W 14TH AV,,1615,W 14TH AV,C,M,RM-3                ,FAIRVIEW            ,68612293,H,49.2592124415087,-123.141542080847
2124,3236 DUMFRIES ST,,3236,DUMFRIES ST,C,,RS-2                ,KENSINGTON-CEDAR COT,23568722,,49.256027387271,-123.072497561485
2125,3845 DUMFRIES ST,,3845,DUMFRIES ST,B,,RT-10               ,KENSINGTON-CEDAR COT,23569887,,49.2507340556731,-123.073726298104
2126,1236 E 18TH AV,,1236,E 18TH AV,C,,RT-10               ,KENSINGTON-CEDAR COT,69222536,,49.2541788871527,-123.078936101808
2127,2386 W 5TH AV,,2386,W 5TH AV,B,,RT-8                ,KITSILANO           ,64207816,,49.2670966254897,-123.159461974045
2128,1603 E 13TH AV,,1603,E 13TH AV,B,,RT-5                ,KENSINGTON-CEDAR COT,68323453,,49.2589225928448,-123.071680803711
2129,3690 CARTIER ST,,3690,CARTIER ST,B,,FSD                 ,SHAUGHNESSY         ,13570248,,49.2528025364187,-123.136398319956
2130,2672 CAMBRIDGE ST,,2672,CAMBRIDGE ST,B,,RS-1                ,HASTINGS-SUNRISE    ,57627470,,49.2863877492958,-123.050173159165
2131,575 E PENDER ST,,575,E PENDER ST,B,,RT-3                ,STRATHCONA          ,59219677,,49.2804932469691,-123.091938290654
2132,505 GLEN DRIVE,,505,GLEN DRIVE,B,,RT-3                ,STRATHCONA          ,59221896,,49.2797935164878,-123.081530378484
2133,1146 COMOX ST,ANTSIE HOUSE      ,1146,COMOX ST,B,,RM-5B               ,WEST END            ,60711846,,49.2823494720786,-123.130555899116
2134,178 E KING EDWARD AV,,178,E KING EDWARD AV,C,,RS-7                ,RILEY PARK          ,71018778,,49.2485398524076,-123.101921528109
2135,2951 CYPRESS ST,,2951,CYPRESS ST,C,,RT-8                ,KITSILANO           ,68609597,,49.2593439791323,-123.148570206764
2136,238 E CORDOVA ST,CORONER'S COURT   ,238,E CORDOVA ST,B,M,DEOD                ,STRATHCONA          ,58919040,,49.2819951250134,-123.098174642624
2137,3333 THE CRESCENT,NICHOL HOUSE      ,3333,THE CRESCENT,A,ML,FSD                 ,SHAUGHNESSY         ,13369094,H,49.2564359953054,-123.136739859109
2138,320 ABBOTT ST,,320,ABBOTT ST,C,M,HA-2                ,CENTRL BUSNES/DWNTWN,17258944,,49.2826141375917,-123.106647562517
2139,6 POWELL ST,,6,POWELL ST,B,M,HA-2                ,CENTRL BUSNES/DWNTWN,17858004,,49.2831186808142,-123.103908541835
2140,575 E 22ND AV,,575,E 22ND AV,C,,RS-1                ,RILEY PARK          ,70119995,,49.251324049772,-123.092251166185
2141,2085 W 6TH AV,JONES HOUSE       ,2085,W 6TH AV,B,,RM-4                ,KITSILANO           ,64309017,,49.2666574653975,-123.152387014592
